0     972.13     0
1     588.193     0
2     966.07     0
3     685.634     0
3     974.812     0
3     1013.43     0
     
5     985.392     0
6     965.873     0
6     988.171     0
6     730.701     0
7     989.103     0
7     992.373     0
7     694.977     0
8     1027.07     0
     
10     1052.7     0
11     1007.35     0
11     736.997     0
11     684.423     0
12     1018.25     0
12     1040.94     0
12     745.972     0
13     1027.32     0
14     1035.82     0
14     1049.43     0
15     1046.2     0
15     1067.54     0
15     683.217     0
16     688.438     0
17     1038.97     0
18     1041.05     0
19     850.623     0
19     1046.25     0
20     755.533     0
21     560.048     0
21     755.822     0
21     1067.83     0
22     539.417     0
23     849.783     0
24     530.051     0
24     854.524     0
25     538.871     0
25     1081.87     0
     
     
     
29     620.459     0
29     822.541     0
30     1069.75     0
30     698.685     0
     
     
33     699.316     0
33     855.07     0
34     531.625     0
34     538.884     0
34     758.887     0
35     1086.31     0
35     866.115     0
36     543.811     0
36     860.457     0
     
38     703.638     0
     
40     867.446     0
41     877.42     0
42     768.182     0
     
     
     
46     854.561     0
47     863.062     0
     
     
     
51     874.484     0
52     552.107     0
52     852.219     0
53     664.055     0
54     832.734     0
55     690.616     0
55     707.062     0
55     701.159     0
55     595.575     0
56     597.686     0
56     855.765     0
57     666.414     0
57     561.711     0
57     599.5     0
57     881.92     0
58     601.357     0
58     1089.88     0
58     866.252     0
59     719.782     0
59     885.119     0
59     893.35     0
     
     
62     849.034     0
62     628.307     0
63     859.243     0
64     609.68     0
65     734.475     0
65     790.85     0
65     854.072     0
66     688.532     0
66     736.484     0
66     644.597     0
66     695.235     0
66     869.969     0
67     686.925     0
67     649.442     0
67     863.979     0
68     637.232     0
68     858.534     0
69     640.389     0
     
71     738.146     0
71     642.744     0
71     883.253     0
72     736.484     0
72     791.586     0
72     645.593     0
73     737.145     0
73     621.025     0
73     650.793     0
73     667.126     0
73     648.667     0
73     854.172     0
     
     
76     637.103     0
76     1068.5     0
77     736.725     0
78     27.5     0
78     738.281     0
78     855.789     0
78     1064.19     0
78     867.761     0
     
80     866.559     0
     
82     804.806     0
82     853.582     0
     
84     693.12     0
84     759     0
85     832.824     0
85     731.869     0
85     870.58     0
85     1071.38     0
86     700.5     0
86     664.932     0
86     1072.38     0
87     1056.01     0
87     1073.35     0
88     1074.33     0
89     803.362     0
89     1090.31     0
90     717.022     0
90     704.573     0
91     687.942     0
91     819.582     0
92     808.755     0
93     727.971     0
94     740.559     0
94     861.824     0
95     804.085     0
95     845.156     0
96     219.366     0
96     972.634     0
96     711.674     0
96     734.333     0
97     670.637     0
97     875.667     0
97     1085.5     0
98     745.312     0
98     802.497     0
99     810.798     0
100     852.542     0
101     1122.9     0
101     725     0
101     808.328     0
101     1088     0
102     736.148     0
102     804.83     0
102     638.598     0
102     1048.1     0
103     717.396     0
103     795.828     0
103     1092.69     0
103     1086.14     0
103     794.176     0
103     628.923     0
103     1064     0
103     1087.02     0
103     751.824     0
104     734.313     0
104     754.942     0
104     720.68     0
104     809.639     0
104     627.69     0
104     1091.59     0
104     655.903     0
104     1084.91     0
104     1067.96     0
104     748.522     0
105     754.024     0
105     716.649     0
105     657.682     0
105     1090.78     0
105     1083.76     0
105     1066.96     0
105     680.767     0
106     804.872     0
106     750.787     0
106     717.564     0
106     635.189     0
106     626.73     0
106     1082.91     0
107     736.87     0
107     751.304     0
107     715.702     0
107     1077.75     0
107     1075.43     0
107     1065.06     0
107     642.188     0
107     1081.64     0
108     749.736     0
108     714.157     0
108     761.048     0
108     808.887     0
108     752.248     0
108     1087.46     0
108     1073.18     0
109     771.199     0
109     737.066     0
109     726.734     0
109     856.413     0
109     858.189     0
109     753.809     0
109     1079.96     0
109     705.752     0
109     1072.73     0
110     1085.07     0
110     1045.41     0
111     693.379     0
111     1048.96     0
111     1078.39     0
111     1079.91     0
111     1008.43     0
112     801.798     0
112     865.824     0
112     1078.72     0
112     1063.76     0
113     707.5     0
113     657.407     0
113     1063.09     0
114     716.5     0
114     1068.34     0
115     723.002     0
115     705.642     0
116     723.145     0
116     664.173     0
116     823.785     0
117     804.212     0
117     662.922     0
118     803.055     0
118     1059.15     0
     
120     739.251     0
120     787.158     0
120     1071.44     0
121     722.691     0
121     844.62     0
121     838.822     0
122     842.131     0
122     714.312     0
122     849.816     0
123     771.871     0
123     699.704     0
124     769.728     0
124     720.19     0
124     694.581     0
125     707.461     0
125     717.075     0
125     701.682     0
125     855.874     0
126     832.016     0
127     698.538     0
128     672.16     0
128     645.769     0
129     778.5     0
129     691.475     0
129     689.868     0
129     845.305     0
130     818.678     0
130     846.154     0
130     687.174     0
130     1020.75     0
131     844.559     0
131     699.655     0
131     1043.21     0
131     1018.35     0
132     700.808     0
132     682.235     0
133     610.128     0
133     806.437     0
133     818.446     0
133     680.117     0
133     1018.61     0
134     1047.48     0
134     1011.55     0
135     761.031     0
135     682.093     0
135     1009.77     0
136     808.612     0
137     765.392     0
137     757.22     0
137     681.725     0
137     691     0
137     817.5     0
137     1007.66     0
137     804.022     0
137     1040.54     0
138     715.756     0
138     795.066     0
138     762.764     0
138     682.146     0
138     1085.5     0
138     691.097     0
139     759.667     0
139     760.082     0
139     709.337     0
139     683.229     0
139     691.692     0
139     721.5     0
139     1041.95     0
139     1064.3     0
140     832.005     0
140     721.711     0
140     684.563     0
140     1045.11     0
141     690.042     0
141     704.232     0
141     829.5     0
141     648.488     0
142     1043.63     0
143     673.466     0
144     828.79     0
144     1041.82     0
145     819.471     0
145     1041.91     0
146     818.289     0
146     804.888     0
146     1043.01     0
146     1063.39     0
147     721.1     0
147     1042.78     0
147     1067.52     0
147     1043.71     0
148     652.829     0
148     683.672     0
148     1044.55     0
148     1069.07     0
149     721.169     0
149     747.156     0
149     686.672     0
149     820.228     0
149     1046.77     0
149     1047.78     0
150     777.821     0
150     1097.62     0
150     794.13     0
150     1050.43     0
151     710.19     0
151     693.614     0
151     706.97     0
151     684.33     0
151     1053.23     0
152     734.641     0
152     785.571     0
153     1059.34     0
154     711.832     0
154     1085.16     0
154     731.464     0
154     777.65     0
155     726.995     0
155     1087.59     0
156     745.71     0
156     1097.67     0
156     1074.32     0
156     784.907     0
156     1075.49     0
157     665.392     0
157     738.675     0
157     1077.47     0
157     745.813     0
157     1081.32     0
158     756.825     0
158     746.437     0
159     708.746     0
     
161     1060.61     0
161     1047.86     0
161     1099.58     0
162     691.199     0
162     1033.83     0
162     1044.81     0
162     808.686     0
163     773.446     0
164     797.858     0
164     1128.59     0
165     674.038     0
165     821.727     0
166     658.456     0
166     704.799     0
166     795.29     0
167     1122.34     0
167     1095.56     0
168     799.608     0
169     694.523     0
169     1209.5     0
170     1320.81     0
170     1190.77     0
171     835.928     0
171     1188.16     0
172     685.216     0
     
174     689.227     0
175     1426.59     0
     
177     732.147     0
177     1138.12     0
     
     
180     1120.66     0
181     836.909     0
181     1552.06     0
181     1519.83     0
182     1184     0
     
184     638.436     0
185     591     0
185     1110.74     0
186     580.689     0
186     629.34     0
187     704.853     0
187     830.667     0
188     589     0
189     1128.25     0
190     583.5     0
191     637.59     0
191     602.864     0
192     475.634     0
192     535.757     0
192     594.91     0
193     1116.9     0
193     1133.29     0
194     1113.74     0
194     1112.81     0
194     1130.73     0
194     1120.03     0
195     726.931     0
195     1719.97     0
195     1765.5     0
196     1716     0
196     1766.04     0
196     1140.5     0
196     1114.55     0
197     1720.58     0
197     1081.3     0
198     1716.84     0
198     1732.72     0
198     1116.6     0
199     550.707     0
199     813.494     0
200     717.67     0
201     590     0
202     701.415     0
202     594.253     0
202     834.146     0
203     598.353     0
204     678.759     0
204     1056.5     0
204     583.629     0
205     587.432     0
205     1761.5     0
206     593.759     0
206     610.93     0
206     1078.55     0
206     578.938     0
206     1084.79     0
207     594.723     0
207     849.977     0
208     700.238     0
